1;2
gam[c];SLC2A1
gam[c];SLC2A2
gam[c];SLC2A4
glc_D[c];SLC2A1
glc_D[c];SLC2A10
glc_D[c];SLC2A11
glc_D[c];SLC2A12
glc_D[c];SLC2A14
glc_D[c];SLC2A3
glc_D[c];SLC2A4
glc_D[c];SLC2A6
glc_D[c];SLC2A7
glc_D[c];SLC2A8
glc_D[c];SLC2A9
h[c];SLC5A1
glc_D[c];SLC5A1
gln_L[c];SLC38A3
gln_L[c];SLC38A5
glyb[c];SLC6A12
na1[c];SLC6A9
gly[c];SLC6A9
cl[c];SLC6A9
gsn[c];SLC29A1
gsn[c];SLC29A2
hdca[c];SLC27A5
hdcea[c];SLC27A2
hista[c];SLC22A2
hista[c];SLC22A3
hista[c];SLC22A5
his_L[c];SLC38A3
ile_L[c];SLC43A1
ile_L[c];SLC43A2
ins[c];SLC29A1
ins[c];SLC29A2
h[c];SLC2A13
inost[c];SLC2A13
na1[c];SLC5A3
inost[c];SLC5A3
i[c];SLC5A8
nh4[c];SLC12A4
cl[c];SLC12A4
nh4[c];SLC12A6
cl[c];SLC12A6
nh4[c];SLC12A7
cl[c];SLC12A7
k[c];SLC12A4
k[c];SLC12A5
cl[c];SLC12A5
k[c];SLC12A6
k[c];SLC12A7
leuktrA4[c];SLC22A10
leuktrB4[c];SLC22A10
leuktrE4[c];SLC22A10
leuktrF4[c];SLC22A10
leu_L[c];SLC43A1
leu_L[c];SLC43A2
lgnc[c];SLC27A2
lnlc[c];SLC27A5
lnlnca[c];SLC27A5
lnlncg[c];SLC27A5
malt[c];SLC2A3
man[c];SLC2A1
man[c];SLC2A2
man[c];SLC2A3
met_L[c];SLC43A1
met_L[c];SLC43A2
na1[c];SLC5A5
i[c];SLC5A5
na1[c];SLC5A1
na1[e];SLC24A1
k[c];SLC24A1
ca2[c];SLC24A1
na1[e];SLC24A2
k[c];SLC24A2
ca2[c];SLC24A2
na1[e];SLC24A3
k[c];SLC24A3
ca2[c];SLC24A3
na1[e];SLC24A4
k[c];SLC24A4
ca2[c];SLC24A4
nh4[c];SLC24A1
nh4[c];SLC24A2
nh4[c];SLC12A1
na1[c];SLC12A1
cl[c];SLC12A1
nh4[c];SLC12A2
na1[c];SLC12A2
cl[c];SLC12A2
k[c];SLC12A1
k[c];SLC12A2
nrpphr[c];SLC6A2
nrpphr[c];SLC6A3
nrpphr[c];SLC22A1
nrpphr[c];SLC22A2
nrpphr[c];SLC22A3
ocdca[c];SLC27A5
ocdcea[c];SLC27A5
phe_L[c];SLC16A10
phe_L[c];SLC43A1
phe_L[c];SLC43A2
prostge2[c];SLC22A1
prostge2[c];SLC22A2
prostgf2[c];SLC22A1
prostgf2[c];SLC22A2
na1[c];SLC13A1
sel[c];SLC13A1
ser_L[c];SLC38A5
na1[c];SLC13A4
so4[c];SLC13A4
srtn[c];SLC22A1
srtn[c];SLC22A2
succ[c];SLC13A2
na1[c];SLC6A6
taur[c];SLC6A6
thym[c];SLC29A2
thyox_L[c];SLC16A2
triodthy[c];SLC16A2
ttdca[c];SLC27A2
tyr_L[c];SLC16A10
ura[c];SLC29A2
h2o[c];SLC5A1
urea[c];SLC5A1
uri[c];SLC29A1
uri[c];SLC29A2
val_L[c];SLC43A1
val_L[c];SLC43A2
ach[c];SLC22A1
leuktrC4[c];SLC22A10
estrones[c];SLC22A10
dheas[c];SLC22A10
bildglcur[c];SLC22A10
wharachd[c];SLC22A10
HC02180[c];SLC22A10
HC02187[c];SLC22A10
bilglcur[c];SLC22A10
HC02202[c];SLC22A10
HC02203[c];SLC22A10
HC02204[c];SLC22A10
HC02205[c];SLC22A10
HC02206[c];SLC22A10
HC02207[c];SLC22A10
HC02208[c];SLC22A10
prostgd2[c];SLC22A10
HC02210[c];SLC22A10
prostge1[c];SLC22A10
HC02213[c];SLC22A10
HC02214[c];SLC22A10
HC02216[c];SLC22A10
HC02217[c];SLC22A10
prostgh2[c];SLC22A10
prostgi2[c];SLC22A10
gln_L[c];SLC43A1
ser_L[c];SLC43A1
asn_L[c];SLC43A1
thr_L[c];SLC43A1
hom_L[c];SLC43A1
na1[c];SLC13A5
cit[c];SLC13A5
na1[c];SLC6A5
gly[c];SLC6A5
cl[c];SLC6A5
hco3[c];SLC4A7
na1[c];SLC4A7
na1[c];SLC5A11
inost[c];SLC5A11
pi[c];SLC20A1
na1[c];SLC20A1
pi[c];SLC20A2
na1[c];SLC20A2
pi[c];SLC34A3
na1[c];SLC34A3
na1[c];SLC6A7
pro_L[c];SLC6A7
cys_L[c];SLC38A5
gly[c];SLC38A5
his_L[c];SLC38A5
Lkynr[c];SLC43A2
ala_L[c];SLC36A4
cl[c];SLC6A12
na1[c];SLC5A8
but[c];SLC5A8
h[c];SLC29A4
dopa[c];SLC29A4
na1[c];SLC22A6
akg[e];SLC22A6
fol[c];SLC22A6
h[c];SLC28A3
gsn[c];SLC28A3
h2o[c];AQP10
h2o[c];AQP3
h2o[c];AQP7
h2o[c];AQP9
nac[c];SLC5A8
ppa[c];SLC5A8
pro_L[c];SLC36A4
pyr[c];SLC5A8
srtn[c];SLC29A4
na1[c];SLC5A10
fru[c];SLC5A10
na1[c];SLC5A9
fru[c];SLC5A9
gal[c];SLC5A10
na1[c];SLC5A2
gal[c];SLC5A2
gal[c];SLC5A9
glc_D[c];SLC5A10
glc_D[c];SLC5A11
na1[c];SLC5A12
glc_D[c];SLC5A12
glc_D[c];SLC5A2
glc_D[c];SLC5A3
glc_D[c];SLC5A9
man[c];SLC5A10
man[c];SLC5A9
trp_L[c];SLC16A10
trp_L[c];SLC36A4
lac_L[c];SLC5A8
h[c];SLC15A1
h[c];SLC15A2
alaarggly[c];SLC15A1
alaarggly[c];SLC15A2
alaglylys[c];SLC15A1
alaglylys[c];SLC15A2
argarglys[c];SLC15A1
argarglys[c];SLC15A2
argcysgly[c];SLC15A1
argcysgly[c];SLC15A2
argphearg[c];SLC15A1
argphearg[c];SLC15A2
argpromet[c];SLC15A1
argpromet[c];SLC15A2
argprothr[c];SLC15A1
argprothr[c];SLC15A2
argserser[c];SLC15A1
argserser[c];SLC15A2
argtyrval[c];SLC15A1
argtyrval[c];SLC15A2
argvalcys[c];SLC15A1
argvalcys[c];SLC15A2
argvaltrp[c];SLC15A1
argvaltrp[c];SLC15A2
asnasnarg[c];SLC15A1
asnasnarg[c];SLC15A2
asncyscys[c];SLC15A1
asncyscys[c];SLC15A2
asnmetpro[c];SLC15A1
asnmetpro[c];SLC15A2
asnpheasp[c];SLC15A1
asnpheasp[c];SLC15A2
asnphecys[c];SLC15A1
asnphecys[c];SLC15A2
asntyrgly[c];SLC15A1
asntyrgly[c];SLC15A2
asntyrphe[c];SLC15A1
asntyrphe[c];SLC15A2
asntyrthr[c];SLC15A1
asntyrthr[c];SLC15A2
aspalaarg[c];SLC15A1
aspalaarg[c];SLC15A2
aspasnglu[c];SLC15A1
aspasnglu[c];SLC15A2
aspglu[c];SLC15A1
aspglu[c];SLC15A2
aspglupro[c];SLC15A1
aspglupro[c];SLC15A2
aspglutrp[c];SLC15A1
aspglutrp[c];SLC15A2
asphiscys[c];SLC15A1
asphiscys[c];SLC15A2
asphispro[c];SLC15A1
asphispro[c];SLC15A2
asplysglu[c];SLC15A1
asplysglu[c];SLC15A2
asplyshis[c];SLC15A1
asplyshis[c];SLC15A2
aspmetasp[c];SLC15A1
aspmetasp[c];SLC15A2
aspprolys[c];SLC15A1
aspprolys[c];SLC15A2
aspvalasn[c];SLC15A1
aspvalasn[c];SLC15A2
cysasnmet[c];SLC15A1
cysasnmet[c];SLC15A2
cysaspphe[c];SLC15A1
cysaspphe[c];SLC15A2
cyscys[c];SLC15A1
cyscys[c];SLC15A2
cysglnmet[c];SLC15A1
cysglnmet[c];SLC15A2
cysgluhis[c];SLC15A1
cysgluhis[c];SLC15A2
cysglutrp[c];SLC15A1
cysglutrp[c];SLC15A2
cysleuthr[c];SLC15A1
cysleuthr[c];SLC15A2
cyssermet[c];SLC15A1
cyssermet[c];SLC15A2
cystyrasn[c];SLC15A1
cystyrasn[c];SLC15A2
glnasngln[c];SLC15A1
glnasngln[c];SLC15A2
glnhishis[c];SLC15A1
glnhishis[c];SLC15A2
glnhislys[c];SLC15A1
glnhislys[c];SLC15A2
glnlyslys[c];SLC15A1
glnlyslys[c];SLC15A2
glnlystrp[c];SLC15A1
glnlystrp[c];SLC15A2
glnproglu[c];SLC15A1
glnproglu[c];SLC15A2
glntrpglu[c];SLC15A1
glntrpglu[c];SLC15A2
glntyrleu[c];SLC15A1
glntyrleu[c];SLC15A2
gluargleu[c];SLC15A1
gluargleu[c];SLC15A2
gluasnleu[c];SLC15A1
gluasnleu[c];SLC15A2
gluglu[c];SLC15A1
gluglu[c];SLC15A2
gluilelys[c];SLC15A1
gluilelys[c];SLC15A2
gluleu[c];SLC15A1
gluleu[c];SLC15A2
glumet[c];SLC15A1
glumet[c];SLC15A2
glumethis[c];SLC15A1
glumethis[c];SLC15A2
gluthr[c];SLC15A1
gluthr[c];SLC15A2
gluthrlys[c];SLC15A1
gluthrlys[c];SLC15A2
glutrpala[c];SLC15A1
glutrpala[c];SLC15A2
glyhisasn[c];SLC15A1
glyhisasn[c];SLC15A2
glyhislys[c];SLC15A1
glyhislys[c];SLC15A2
glylyscys[c];SLC15A1
glylyscys[c];SLC15A2
glylysphe[c];SLC15A1
glylysphe[c];SLC15A2
glytyrlys[c];SLC15A1
glytyrlys[c];SLC15A2
glyvalhis[c];SLC15A1
glyvalhis[c];SLC15A2
hisargcys[c];SLC15A1
hisargcys[c];SLC15A2
hisargser[c];SLC15A1
hisargser[c];SLC15A2
hisasp[c];SLC15A1
hisasp[c];SLC15A2
hiscyscys[c];SLC15A1
hiscyscys[c];SLC15A2
hisglnala[c];SLC15A1
hisglnala[c];SLC15A2
hisglu[c];SLC15A1
hisglu[c];SLC15A2
hisglugln[c];SLC15A1
hisglugln[c];SLC15A2
hisglylys[c];SLC15A1
hisglylys[c];SLC15A2
hishislys[c];SLC15A1
hishislys[c];SLC15A2
hislysala[c];SLC15A1
hislysala[c];SLC15A2
hislysglu[c];SLC15A1
hislysglu[c];SLC15A2
hislysile[c];SLC15A1
hislysile[c];SLC15A2
hislysthr[c];SLC15A1
hislysthr[c];SLC15A2
hislysval[c];SLC15A1
hislysval[c];SLC15A2
hismet[c];SLC15A1
hismet[c];SLC15A2
hismetgln[c];SLC15A1
hismetgln[c];SLC15A2
hisphearg[c];SLC15A1
hisphearg[c];SLC15A2
hisprolys[c];SLC15A1
hisprolys[c];SLC15A2
histrphis[c];SLC15A1
histrphis[c];SLC15A2
ileargile[c];SLC15A1
ileargile[c];SLC15A2
ileasnhis[c];SLC15A1
ileasnhis[c];SLC15A2
ileasp[c];SLC15A1
ileasp[c];SLC15A2
ileglnglu[c];SLC15A1
ileglnglu[c];SLC15A2
ileglyarg[c];SLC15A1
ileglyarg[c];SLC15A2
ileprolys[c];SLC15A1
ileprolys[c];SLC15A2
ileserarg[c];SLC15A1
ileserarg[c];SLC15A2
iletrptyr[c];SLC15A1
iletrptyr[c];SLC15A2
leualaarg[c];SLC15A1
leualaarg[c];SLC15A2
leuasnasp[c];SLC15A1
leuasnasp[c];SLC15A2
leuasplys[c];SLC15A1
leuasplys[c];SLC15A2
leuleutrp[c];SLC15A1
leuleutrp[c];SLC15A2
leupro[c];SLC15A1
leupro[c];SLC15A2
leuproarg[c];SLC15A1
leuproarg[c];SLC15A2
leusertrp[c];SLC15A1
leusertrp[c];SLC15A2
leutrp[c];SLC15A1
leutrp[c];SLC15A2
leutrparg[c];SLC15A1
leutrparg[c];SLC15A2
leutyrtyr[c];SLC15A1
leutyrtyr[c];SLC15A2
leuval[c];SLC15A1
leuval[c];SLC15A2
lysargleu[c];SLC15A1
lysargleu[c];SLC15A2
lyscyshis[c];SLC15A1
lyscyshis[c];SLC15A2
lysglnphe[c];SLC15A1
lysglnphe[c];SLC15A2
lysgluglu[c];SLC15A1
lysgluglu[c];SLC15A2
lyslyslys[c];SLC15A1
lyslyslys[c];SLC15A2
lyspheile[c];SLC15A1
lyspheile[c];SLC15A2
lystrparg[c];SLC15A1
lystrparg[c];SLC15A2
lystyrile[c];SLC15A1
lystyrile[c];SLC15A2
lysvalphe[c];SLC15A1
lysvalphe[c];SLC15A2
lysvaltrp[c];SLC15A1
lysvaltrp[c];SLC15A2
metargleu[c];SLC15A1
metargleu[c];SLC15A2
metasntyr[c];SLC15A1
metasntyr[c];SLC15A2
metglntyr[c];SLC15A1
metglntyr[c];SLC15A2
metglyarg[c];SLC15A1
metglyarg[c];SLC15A2
methislys[c];SLC15A1
methislys[c];SLC15A2
metmetile[c];SLC15A1
metmetile[c];SLC15A2
metphearg[c];SLC15A1
metphearg[c];SLC15A2
mettrpphe[c];SLC15A1
mettrpphe[c];SLC15A2
pheasnmet[c];SLC15A1
pheasnmet[c];SLC15A2
pheasp[c];SLC15A1
pheasp[c];SLC15A2
pheglnphe[c];SLC15A1
pheglnphe[c];SLC15A2
pheleu[c];SLC15A1
pheleu[c];SLC15A2
pheleuasp[c];SLC15A1
pheleuasp[c];SLC15A2
pheleuhis[c];SLC15A1
pheleuhis[c];SLC15A2
phelysala[c];SLC15A1
phelysala[c];SLC15A2
phelyspro[c];SLC15A1
phelyspro[c];SLC15A2
phephe[c];SLC15A1
phephe[c];SLC15A2
phepheasn[c];SLC15A1
phepheasn[c];SLC15A2
phephethr[c];SLC15A1
phephethr[c];SLC15A2
pheproarg[c];SLC15A1
pheproarg[c];SLC15A2
phesertrp[c];SLC15A1
phesertrp[c];SLC15A2
phethrlys[c];SLC15A1
phethrlys[c];SLC15A2
phetrpleu[c];SLC15A1
phetrpleu[c];SLC15A2
phetyr[c];SLC15A1
phetyr[c];SLC15A2
phetyrgln[c];SLC15A1
phetyrgln[c];SLC15A2
phetyrlys[c];SLC15A1
phetyrlys[c];SLC15A2
proargasp[c];SLC15A1
proargasp[c];SLC15A2
proargcys[c];SLC15A1
proargcys[c];SLC15A2
proasncys[c];SLC15A1
proasncys[c];SLC15A2
procys[c];SLC15A1
procys[c];SLC15A2
proglnpro[c];SLC15A1
proglnpro[c];SLC15A2
proglulys[c];SLC15A1
proglulys[c];SLC15A2
prohis[c];SLC15A1
prohis[c];SLC15A2
prohistyr[c];SLC15A1
prohistyr[c];SLC15A2
proleuarg[c];SLC15A1
proleuarg[c];SLC15A2
prolyspro[c];SLC15A1
prolyspro[c];SLC15A2
prophe[c];SLC15A1
prophe[c];SLC15A2
proproarg[c];SLC15A1
proproarg[c];SLC15A2
propropro[c];SLC15A1
propropro[c];SLC15A2
protrplys[c];SLC15A1
protrplys[c];SLC15A2
protrpthr[c];SLC15A1
protrpthr[c];SLC15A2
provalgln[c];SLC15A1
provalgln[c];SLC15A2
serargala[c];SLC15A1
serargala[c];SLC15A2
serargtrp[c];SLC15A1
serargtrp[c];SLC15A2
sercysarg[c];SLC15A1
sercysarg[c];SLC15A2
serglyglu[c];SLC15A1
serglyglu[c];SLC15A2
serlyshis[c];SLC15A1
serlyshis[c];SLC15A2
serphelys[c];SLC15A1
serphelys[c];SLC15A2
sertrphis[c];SLC15A1
sertrphis[c];SLC15A2
thrargtyr[c];SLC15A1
thrargtyr[c];SLC15A2
thrasntyr[c];SLC15A1
thrasntyr[c];SLC15A2
thrglnglu[c];SLC15A1
thrglnglu[c];SLC15A2
thrglntyr[c];SLC15A1
thrglntyr[c];SLC15A2
thrhishis[c];SLC15A1
thrhishis[c];SLC15A2
thrilearg[c];SLC15A1
thrilearg[c];SLC15A2
thrmetarg[c];SLC15A1
thrmetarg[c];SLC15A2
thrphearg[c];SLC15A1
thrphearg[c];SLC15A2
thrserarg[c];SLC15A1
thrserarg[c];SLC15A2
thrthrarg[c];SLC15A1
thrthrarg[c];SLC15A2
thrtyrmet[c];SLC15A1
thrtyrmet[c];SLC15A2
trpalapro[c];SLC15A1
trpalapro[c];SLC15A2
trpargala[c];SLC15A1
trpargala[c];SLC15A2
trpaspasp[c];SLC15A1
trpaspasp[c];SLC15A2
trpglngln[c];SLC15A1
trpglngln[c];SLC15A2
trpglugly[c];SLC15A1
trpglugly[c];SLC15A2
trpgluleu[c];SLC15A1
trpgluleu[c];SLC15A2
trpglupro[c];SLC15A1
trpglupro[c];SLC15A2
trpglutyr[c];SLC15A1
trpglutyr[c];SLC15A2
trpglyleu[c];SLC15A1
trpglyleu[c];SLC15A2
trpglyphe[c];SLC15A1
trpglyphe[c];SLC15A2
trpglyval[c];SLC15A1
trpglyval[c];SLC15A2
trphismet[c];SLC15A1
trphismet[c];SLC15A2
trpilelys[c];SLC15A1
trpilelys[c];SLC15A2
trpiletrp[c];SLC15A1
trpiletrp[c];SLC15A2
trpleuval[c];SLC15A1
trpleuval[c];SLC15A2
trplys[c];SLC15A1
trplys[c];SLC15A2
trpmetarg[c];SLC15A1
trpmetarg[c];SLC15A2
trpmetval[c];SLC15A1
trpmetval[c];SLC15A2
trpphe[c];SLC15A1
trpphe[c];SLC15A2
trpprogly[c];SLC15A1
trpprogly[c];SLC15A2
trpproleu[c];SLC15A1
trpproleu[c];SLC15A2
trpproval[c];SLC15A1
trpproval[c];SLC15A2
trpsertyr[c];SLC15A1
trpsertyr[c];SLC15A2
trpthrglu[c];SLC15A1
trpthrglu[c];SLC15A2
trpthrile[c];SLC15A1
trpthrile[c];SLC15A2
trpthrtyr[c];SLC15A1
trpthrtyr[c];SLC15A2
trptyrgln[c];SLC15A1
trptyrgln[c];SLC15A2
trptyrtyr[c];SLC15A1
trptyrtyr[c];SLC15A2
trpvalasp[c];SLC15A1
trpvalasp[c];SLC15A2
tyrala[c];SLC15A1
tyrala[c];SLC15A2
tyralaphe[c];SLC15A1
tyralaphe[c];SLC15A2
tyrargglu[c];SLC15A1
tyrargglu[c];SLC15A2
tyrargser[c];SLC15A1
tyrargser[c];SLC15A2
tyrasparg[c];SLC15A1
tyrasparg[c];SLC15A2
tyrcysgly[c];SLC15A1
tyrcysgly[c];SLC15A2
tyrcysthr[c];SLC15A1
tyrcysthr[c];SLC15A2
tyrglu[c];SLC15A1
tyrglu[c];SLC15A2
tyrleuarg[c];SLC15A1
tyrleuarg[c];SLC15A2
tyrphetyr[c];SLC15A1
tyrphetyr[c];SLC15A2
tyrthr[c];SLC15A1
tyrthr[c];SLC15A2
tyrtrpphe[c];SLC15A1
tyrtrpphe[c];SLC15A2
tyrtyr[c];SLC15A1
tyrtyr[c];SLC15A2
tyrvalmet[c];SLC15A1
tyrvalmet[c];SLC15A2
valarggly[c];SLC15A1
valarggly[c];SLC15A2
valhisasn[c];SLC15A1
valhisasn[c];SLC15A2
valleuphe[c];SLC15A1
valleuphe[c];SLC15A2
vallystyr[c];SLC15A1
vallystyr[c];SLC15A2
valphearg[c];SLC15A1
valphearg[c];SLC15A2
valprotrp[c];SLC15A1
valprotrp[c];SLC15A2
valserarg[c];SLC15A1
valserarg[c];SLC15A2
valtrpphe[c];SLC15A1
valtrpphe[c];SLC15A2
valtrpval[c];SLC15A1
valtrpval[c];SLC15A2
valval[c];SLC15A1
valval[c];SLC15A2
trpglyasp[c];SLC15A1
trpglyasp[c];SLC15A2
arg_L[c];SLC7A1
arg_L[c];SLC7A2
arg_L[c];SLC7A3
acac[c];SLC16A7
adn[c];SLC28A3
adn[c];SLC29A4
cytd[c];SLC28A3
gal[c];SLC5A1
h2o[c];AQP1
h2o[c];AQP2
h2o[c];AQP4
h2o[c];AQP5
h2o[c];AQP8
h2o[c];MIP
ins[c];SLC28A3
h[c];BSG
lac_L[c];BSG
lac_L[c];SLC16A3
lac_L[c];SLC16A7
lac_L[c];SLC16A8
pro_L[c];SLC36A1
h[c];SLC36A2
pro_L[c];SLC36A2
thymd[c];SLC28A3
urea[c];SLC14A1
urea[c];SLC14A2
urea[c];SLC5A5
uri[c];SLC28A3
gly[c];SLC36A1
gly[c];SLC36A2
ala_L[c];SLC36A1
ala_L[c];SLC36A2
gua[c];SLC29A2
pi[c];SLC17A1
na1[c];SLC17A1
pi[c];SLC17A2
na1[c];SLC17A2
pi[c];SLC17A3
na1[c];SLC17A3
pi[c];SLC17A4
na1[c];SLC17A4
pi[c];SLC34A1
na1[c];SLC34A1
pi[c];SLC34A2
na1[c];SLC34A2
xyl_D[c];SLC2A3
pyr[c];SLC16A3
pyr[c];SLC16A7
4abut[c];SLC36A1
phpyr[c];SLC16A1
phpyr[c];SLC16A3
phpyr[c];SLC16A7
but[c];CD36
but[c];FABP1
but[c];FABP12
but[c];FABP2
but[c];FABP3
but[c];FABP4
but[c];FABP5
but[c];FABP6
but[c];FABP7
but[c];FABP9
but[c];SLC27A1
but[c];SLC27A3
but[c];SLC27A4
but[c];SLC27A6
M03134[c];CD36
M03134[c];FABP1
M03134[c];FABP12
M03134[c];FABP2
M03134[c];FABP3
M03134[c];FABP4
M03134[c];FABP5
M03134[c];FABP6
M03134[c];FABP7
M03134[c];FABP9
M03134[c];SLC27A1
M03134[c];SLC27A3
M03134[c];SLC27A4
M03134[c];SLC27A6
M02108[c];CD36
M02108[c];FABP1
M02108[c];FABP12
M02108[c];FABP2
M02108[c];FABP3
M02108[c];FABP4
M02108[c];FABP5
M02108[c];FABP6
M02108[c];FABP7
M02108[c];FABP9
M02108[c];SLC27A1
M02108[c];SLC27A3
M02108[c];SLC27A4
M02108[c];SLC27A6
C01601[c];CD36
C01601[c];FABP1
C01601[c];FABP12
C01601[c];FABP2
C01601[c];FABP3
C01601[c];FABP4
C01601[c];FABP5
C01601[c];FABP6
C01601[c];FABP7
C01601[c];FABP9
C01601[c];SLC27A1
C01601[c];SLC27A3
C01601[c];SLC27A4
C01601[c];SLC27A6
M03117[c];CD36
M03117[c];FABP1
M03117[c];FABP12
M03117[c];FABP2
M03117[c];FABP3
M03117[c];FABP4
M03117[c];FABP5
M03117[c];FABP6
M03117[c];FABP7
M03117[c];FABP9
M03117[c];SLC27A1
M03117[c];SLC27A3
M03117[c];SLC27A4
M03117[c];SLC27A6
